alignment_index,id2,series2,begin2,end2,s2_no_gaps,id,series,begin,end,s1_no_gaps,matches
78,page_605,mega,165,529," Kolonialsystem, Staatsschulden, Steuerwucht, Protektion, Handelskriegeu. s. w., diese Sprößlinge der eigentlichen Manufakturperiode, schwellen riesenhaft während der Kinderperiode der großen Industrie. Die Geburt der letzteren wird gefeiert durch den großen herodischen Kinderraub. So blasirt Sir F. M. Eden ist über die Greuel der Expropriation des Landvolks von",1901-02a,dnz,1272776,1273114," Kolonialsystem, Staats¬ schulden, Steuerwucht, Protektion, Handelskriege u. s. w., diese Sprößlinge der eigent¬ lichen Manufakturperiode, schwellen riefenhaft während der Kinderperiode der großen Industrie. Die Geburt der letzteren wird gefeiert durch den großen herodischen Kinderraub. ... Während sie die Kindersklaveret in England ein",307
79,page_196,mega,624,1300,"nd das Arbeiten an Sonntagen. Das Publikum, z. B. auf dem Maimeeting zu Dublin, 1860, ergriff, der zündenden Natur des Irländers gemäß, überall lebhaft Partei für sie. Ausschließliche Tagesarbeit wurde durch diese Bewegung in der That erfolgreich durchgesetzt zu Wexford, Kilkenny, Clonmel, Water‐ ford u. s. w. ""Zu Limerick, wo die Qualen der Lohngesellen bekannterma‐ ßen alles Maß überstiegen, scheiterte die Bewegung an der Opposition der Bäckermeister, namentlich der Bäcker‐Müller. Das Beispiel Limerick's führte zum Rückschritt in Ennis und Tipperary. Zu Cork, wo der öffentliche Unwille sich in der lebhaftesten Form kundgab, vereitelten die Meister die Bewegung durch",1899-00b,dnz,291002,292206," wahr, was ihnen dadurch erleichtert. wurde, daß nur ein Theil der Arbeiter feierte. In dem sich entspinnenden gewaltigen. Kampfe unterlagen die Arbeiter. Das Buch schließt mit dem Jahre 1890. Am Schlusse werden noch einige Zahlen, über die Mitglieder der im Gewerkschaftskartellvereinigten Gewerkschaften gegeben. Diese zeigen, daß die Organisationen trotz der Niederlage im Jahre 1890 nicht nur fort¬ bestandett, sondern sich bald von dem Schlage erholten und heute stärker sind, als je zuvor¬ Aus den Kämpfen der Hamburger Gewerkschaften sei noch eines interessanten, Momentes Erwähnung gethan. Im Jahre 1865, mitten in der lebhaftesten Strike¬ bewegung, wird von Anhängern Lassalles die Frage in einer Volksversammlung auf¬ geworfen, ob die Strikes den Arbeitern nützen und dahin beantwortet, daß dies nicht der Fall sei. Ein ""Arbeiterrath"" wird eingesetzt, der eine Regelung der Strikes¬ herbeiführen soll. Zu einer nennenswerthen Bedeutung ist dieser Arbeiterrath, der aus 24 Delegirten verschiedener Berufe zusammengesetzt war, nicht gelangt und hat, er wahrscheinlich das Jahr 1865 nicht überdauert. Für die Beurtheilung der jetzt wieder in stärkstem Maße auftauchende Neigung, die Bewegung durch",81
80,page_636,mega,2000,2378," kann nur entziffert werden, sobald der Begriff der menschlichen Gleichheit bereits die Festigkeit eines Volksvorurtheils besitzt. Das ist aber erst möglich in einer Gesellschaft, worin die Waarenform die allgemeine Form des Arbeitsprodukts ist, also auch das Verhältniß der Menschen zu einander als Waarenbesitzer das herrschende gesellschaftliche Verhältniß ist. Das Genie des",1899-00b,dnz,2144469,2144750," könne erst entdeckt werden, sobald der Begriff der menschlichen Gleich¬ heit die Festigkeit eines Volksvorurtheils besitze. Ganz ebenso konnte auch die Be¬ dingung allgemein menschlicher Freiheit erst dann entdeckt werden, als wenigstens die Forderung äußerer Freiheit aus den ges",190
81,page_222,mega,1527,1665,"zu ihrem ökonomischen, wie die Charter zu ih‐ rem politischen Wahlruf gemacht. Ein Theil der Fabrikanten selbst, der den Fabrikbetrieb dem",1899-00b,dnz,353005,353098," ihrem ökonomischen oder ihrem politischen Arti schneller vorwärts dringt, mag ihr dieser ode",66
82,page_357,mega,2017,2279,"klassische Ausdruck des Fabrik‐ geists, nicht nur wegen ihres offenherzigen Cynismus, sondern auch wegen der Naivetät, womit er die gedankenlosen Widersprüche des Kapitalhirns ausplaudert. Nachdem er z. B. die ""Doktorin"" entwickelt, daß das Kapital mit Hilfe der",1899-00b,dnz,2106869,2107079,"kanische Regierung wird nicht nur wegen ihrer angelsächstschen Sympathien getadelt, sondern auch wegen ihrer eigenen imperialistischen Politik. Denn man wurde sich mit einem Male bewußt, daß es diese ist, die d",107
83,page_219,mega,1626,2241," ""Der Minister Rogier erklärte mir, daß weder ein allgemeines Gesetz noch Lokalregulationen die Kinderarbeit irgendwie beschränken; daß die Regierung sich während der letzten 3 Jahre in jeder Sitzung mit dem Gedanken trug, den Kammern ein Gesetz über den Gegenstand vorzulegen, daß sie aber stets ein unüberwindliches Hinderniß fand an der eifersüchtigen Angst gegen irgend welche Gesetzgebung im Widerspruch mit dem Prinzip vollkommener Freiheit der Arbeit""! 131) ""Es ist sicher sehr bedauerlich, daß irgend eine Klasse von Personen 12 Stunden täglich sich abplacken muß. Rechnet man die Mahlzeiten zu und die Zeit",1901-02b,dnz,233897,234498," Gesandten in Brüssel, daß weder ein allgemeines Gesetz noch Lokalregulationen die Kinderarbeit irgendwie beschränkten, daß die Regierung sich 67 Belgien. während der drei letzten Jahre in jeder parlamentarischen Session mit dem Ge¬ hanken getragen habe, der Kammer ein Gesetz über den Gegenstand vorzulegen, daß sie aber stets ein unüberwindliches Mißtrauen gefunden habe an der eifer¬ süchtigen Angst gegen irgend welche Gesetzgebung, die im Widerspruch stände mit dem Prinzip vollkommener Freiheit der Arbeit. Von dieser ""etfersüchtigen Angst"" waren die Klerikalen nicht minder besessen, als die Li",375
84,page_378,mega,0,456,"Arbeiter drängt, die Hausarbeit überall mit Maschinen‐ oder wenigstens Manufakturbetrieb in demselben Produktionszweig kämpft, die Armuth den Arbeiter der nöthigsten Arbeitsbedingungen, Raum, Licht, Ventilation u. s. w. beraubt, die Unregelmäßigkeit der Beschäftigung wächst, und endlich in diesen letzten Zufluchtsstätten der durch die große Industrie und Agrikultur ""überzählig"" Gemachten die Arbeiterkonkurrenz nothwendig ihr Maximum erreicht. Die durch",1901-02b,dnz,525599,526057,"Arbeiter drängt, die Hausarbeit überall mit Maschinen‐ oder wenigstens Manufakturbetrieb in demselben Produktionszweig kämpft, die Armuth dem Arbeiter¬ die nöthigsten Arbeitsbedingungen, Raum, Licht, Ventilation u. s. w. raubt, die Un¬ regelmäßigkeit der Beschäftigung wächst, und endlich in diesen letzten Zufluchtsstätten der durch die große Industrie und Agrikultur ""überzählig"" Gemachten die Arbeiter¬ konkurrenz nothwendig ihr Maximum erreicht."" Die Sch",448
85,page_500,mega,1125,2090,"o in ein Naturgesetz mystificirte Gesetz der kapitalistischen Accumu‐ lation drückt in der That nur aus, daß ihre Natur jede solche Abnahme im Exploitationsgrad der Arbeit oder jede solche Steigerung des Arbeitspreises ausschließt, welche die stetige Reproduktion des Kapitalverhältnisses und seine Reproduktion auf stets erweiterter Stufenleiter ernsthaft gefährden könnte. Es kann nicht anders sein in einer Produktionsweise, worin der Arbeiter für die Verwerthungsbedürfnisse vorhandner Werthe, statt um‐ gekehrt der gegenständliche Reichthum für die Entwicklungsbedürfnisse des Arbeiters da ist. Wie der Mensch in der Religion vom Machwerk seines eignen Kopfes, so wird er in der kapitalistischen Produktion vom Machwerk seiner eignen Hand beherrscht. Das bisher Entwickelte gilt unter der Voraussetzung, daß im Fortgang derAccumulation das Verhältniß zwischen der Masse der Produktionsmittel und der Masse der sie bewegenden Arbeitskraft gleichbleibt, also die",1901-02b,dnz,1364475,1365402,"egation stellt dann das individuelle Eigenthum wieder her, aber auf Grundlage der Errungenschaft der kapilalistischen Aera, nämlich der Cooperation freier Arbeiter und ihrem Gemeineigenthum an der Erde und den durch die Arbeit selbst producirten Productionsmitteln."" Marx besitzt eine ausgebreitete Gelehrsamkeit und ein prächtiges dialektisches Talent. Das Buch geht über den Horizont vieler Menschen und Zeitungs¬ schreiber; aber es wird ganz gewiß durchdringen und trotz der breiten Anlage, ja, grade durch sie, eine mächtige Wirkung ausüben. Mit Hindeutung auf die Religion sagt der Verfasser sehr treffend S. 608: ""Wie der Mensch in der Religion vom Machwerk seines eignen Kopfes, so wird er in der kapitalistischen Production von dem Machwerk seiner eignen Hand beherrscht.* Und um ihn zu befreien, ist es noch lange nicht damit gethan, daß man der Eule in die Augen leuchtet; ja, wenn er je seinen Herrn verliert, wie de",274
86,page_277,mega,0,565,"Arbeit, oder einer Abnahme des unproduktiven Verzehrs von Arbeitskraft. Der Ueberschuß von Kraftaufwand nämlich, den jeder Uebergang aus der Ruhe in die Bewegung erheischt, kompensirt sich bei längerer Fortdauer der einmal erreichten Normalgeschwindigkeit. Andrerseits zerstört die Kon‐ tinuität gleichförmiger Arbeit die Spann‐ und Schwungkraft der Lebens‐ geister, die im Wechsel der Thätigkeit selbst ihre Erholung und ihren Reiz finden. Die Produktivität der Arbeit hängt nicht nur von der Virtuosität desArbeiters ab, sondern auch von der Vollkommenheit seiner",1906-07b,dnz,1704119,1704694,"nationale Politik des Proletariats, wie das Streben¬ nach Fernhaltung der fremden Arbeiter vom eigenen Arbeitsmarkt. Diese beiden Bestrebungen stehen aber in unversöhnlichem Widerspruch zueinander; die Gegensätzlichkeit der proletarischen Politik wurzelt in der Tatsache, daß die Proletarier aller Länder als Klassengenossen gemeinsame Interessen haben und doch als Konkurrenten auf dem Arbeitsmarkt einander bekämpfen müssen. Wie nun das Proletariat diesen Widerspruch zu lösen sucht, das hängt¬ nicht nur von seinem Klasseninteresse ab, sondern auch von seiner durch¬ seine",85
87,page_609,mega,2112,2551,"die Vergesellschaftung der Arbeit erreichen einen Punkt, wo sie unverträglich werden mit ihrer kapitalistischen Hülle. Sie wird gesprengt. Die Stunde des kapitalistischen Privateigenthums schlägt. Die Expropriateurs werden expropriirt. Die kapitalistische Produktions‐ und Aneignungsweise, daher das kapitali‐stische Privateigenthum, ist die erste Negation des individuellen, auf eigne Arbeit gegründeten Privateigenthums. Die Negation der",1901-02b,dnz,1364120,1364468,"die Ex¬ propriirung der Arbeiter, die für sich arbeiteten und über die bevorstehende propriirung der Expropriateurs sind klassisch. Der letztere S. 745: ""Die kapitalistische Productions‐ und Aneignungsweise, daher das kapitalistische Eigenthum ist die erste Negation des individuellen, auf eigene Arbeit gegründeten Privateigenthums. Die Negation d",267
88,page_041,mega,2762,2832,"denn ""wo Begriffe fehlen, Da stellt zur rechten Zeit ein Wort sich ein",1901-02b,dnz,2571398,2571465,"er wo Begriffe fehlen, da stellt zur rechten Zeit ein Wort sich ein",66
89,page_408,mega,566,726,"Mit den Sphären des Kleinbetriebs und der Hausarbeit vernichtet sie die letzten Zufluchtsstätten der unaufhörlich ""überzählig"" gemachten und damit das bisherige",1901-02b,dnz,525847,526002,"it der Beschäftigung wächst, und endlich in diesen letzten Zufluchtsstätten der durch die große Industrie und Agrikultur ""überzählig"" Gemachten die Arbeite",83
90,page_393,mega,458,1068,"hatandern angeblich unkontrolirbaren Umstände weggeräumt werden durch weitere Baulichkeiten, zusätzliche Maschinerie, vermehrte Anzahl der gleichzeitig beschäftigten Arbeiterauf das System des Großhandelses wiederholt durch den Mund seiner Repräsentanten erklärt, zu solcher Umwälzung ""nur unter dem Druck eines allgemeinen Parlamentsakts""der den Arbeitstag zwangsgesetzlich regulirt. Die Fabrikgesetzgebung, diese erste bewußte und plan mäßige Rück‐wirkung der Gesellschaft auf die naturwüchsige Gestalt ihres Produktions‐ prozesses, ist, wie man gesehn, ebenso sehr ein nothwendiges Produkt der all distances",1901-02b,dnz,524275,524731,"t der Eltern, untergraben würde. Es ist dies nur eine Variation des alten Liedes von dem ""freien¬ Selbstbestimmungsrecht"", das auch den Erwachsenen bezüglich der Verwendung ihrer Arbeitskraft zustehe und jedes Eindringen in den ""freien Arbeitsvertrag"" verbiete. Die Fabrikgesetzgebung, ""diese erste bewußte und planmäßige Rückwirkung der Gesellschaft auf die naturwüchsige Gestalt ihres Produktionsprozesses"" (Marx), die Schranke nieder, hinter der die Aus",296
91,page_489,mega,1417,1850,"der Produktivkraft, ""Eine Million Menschen producirt in den Fabriken stets denselben Werth."" Dieß richtig, wenn Extension und Intensivgrad ihrer Arbeit gegeben. Es verhindert aber nicht, und Ricardo übersieht dieß in gewissen Schlußfolgerungen, daß eine Million Menschen sehr verschiedne Massen von Pro‐ duktionsmitteln, bei verschiedner Produktivkraft ihrer Arbeit, in Produkt verwandelt, daher sehr verschiedne Werthmassen in ihrem",1906-07b,dnz,2492053,2492271,"e Produktivkraft erscheine bei Marr¬ als ein mystisches Wesen, als ein Gott. Adel, Bürgertum, Proletariat seien In¬ karnationen des Skonomischen Gottes Produktivkraft. Ich habe ein ähnliches Mit¬ verständnis schon in m",125
92,page_610,mega,0,287,"dividuelle Eigenthum wieder her, aber auf Grundlage der Errungenschaft der kapitalistischen Aera, der Cooperation freier Arbeiter und ihrem Ge‐ meineigenthum an der Erde und den durch die Arbeit selbst producirten Produktionsmitteln. Die Verwandlung des zersplitterten, auf eigner Arbeit",1901-02b,dnz,1364501,1364770,"dividuelle Eigenthum wieder her, aber auf Grundlage der Errungenschaft der kapilalistischen Aera, nämlich der Cooperation freier Arbeiter und ihrem Gemeineigenthum an der Erde und den durch die Arbeit selbst producirten Productionsmitteln."" Marx besitzt eine ausgebreit",246
93,page_377,mega,2503,2745,"wird. Sie wird in der s. g. Hausarbeit schamloser als in der Manufaktur, weil die Widerstands‐ fähigkeit der Arbeiter mit ihrer Zersplitterung abnimmt, eine ganze Reihe räuberischer Parasiten sich zwischen den eigentlichen Arbeitgeber und den",1901-02b,dnz,525360,525598,"wird in der sogenannten Hausarbeit schamloser als in der Manufaktur, weil die Widerstandsfähigkeit der Arbeiter mit ihrer Zersplitterung abnimmt, eine ganze Reihe räuberischer Parasiten sich zwischen den eigentlichen Arbeit¬ geber und den",223
94,page_339,mega,28,575,"großen und kleinen Wellenbäume auf ein stets fallendes Minimum. Die Verbesserungen der Arbeitsmaschinerie endlich vermindern bei erhöhter Geschwindigkeit und ausgedehnterer Wirkung ihren Umfang, wie beim modernen Dampfwebstuhl, oder vergrößern mit dem Rumpf Umfang und Zahl der von ihr geführten Werkzeuge, wie bei der Spinn‐ maschine, oder vermehren die Beweglichkeit dieser Werkzeuge durch un‐ scheinbare Detailveränderung, wie durch solche bei der selfacting mule vor etwa 10 Jahren die Geschwindigkeit der Spindeln um 1 5 gesteigert wurde. Die",1901-02b,dnz,208500,209160,"ren und dergleichen die Aussichten auf Erreichung des Akkord¬ zuschlags vermindert oder vernichtet. Eine Reihe von Karten finden sich in dem genannten Aufsatz in ""Stahl und Eisen"" abgedruckt; wir empfehlen ihr Studium, weil sie erst zeigen, wie bis in die¬ letzte Einzelheit der Produktionsprozeß, die Werkzeugbenützung, die Geschwindigkeit¬ des Maschinenganges &c. &c. vorgeschrieben wird. Für uns find die Ergebnisse dieser zuerst im Jahre 1899 ausgeführten Methode am bedeutungsvollsten. Mit gesteigerter Detaillirung der Karten wuchs der erwartete Erfolg, der durch weitere Zusatz¬ prämien und endlich durch Prämien an die Meister noch gesteigert wurde. De",193
